id,title,topic_tags,difficulty,problem_URL,solution_URL
2273,Find Resultant Array After Removing Anagrams,{},Easy,https://leetcode.com/problems/find-resultant-array-after-removing-anagrams,https://leetcode.com/problems/find-resultant-array-after-removing-anagrams/solution
2274,Maximum Consecutive Floors Without Special Floors,{},Medium,https://leetcode.com/problems/maximum-consecutive-floors-without-special-floors,https://leetcode.com/problems/maximum-consecutive-floors-without-special-floors/solution
2275,Largest Combination With Bitwise AND Greater Than Zero,{},Medium,https://leetcode.com/problems/largest-combination-with-bitwise-and-greater-than-zero,https://leetcode.com/problems/largest-combination-with-bitwise-and-greater-than-zero/solution
2276,Count Integers in Intervals,{},Hard,https://leetcode.com/problems/count-integers-in-intervals,https://leetcode.com/problems/count-integers-in-intervals/solution
2277,Closest Node to Path in Tree,{},Hard,https://leetcode.com/problems/closest-node-to-path-in-tree,https://leetcode.com/problems/closest-node-to-path-in-tree/solution
2278,Percentage of Letter in String,{},Easy,https://leetcode.com/problems/percentage-of-letter-in-string,https://leetcode.com/problems/percentage-of-letter-in-string/solution
2279,Maximum Bags With Full Capacity of Rocks,{},Medium,https://leetcode.com/problems/maximum-bags-with-full-capacity-of-rocks,https://leetcode.com/problems/maximum-bags-with-full-capacity-of-rocks/solution
2280,Minimum Lines to Represent a Line Chart,{},Medium,https://leetcode.com/problems/minimum-lines-to-represent-a-line-chart,https://leetcode.com/problems/minimum-lines-to-represent-a-line-chart/solution
2281,Sum of Total Strength of Wizards,{},Hard,https://leetcode.com/problems/sum-of-total-strength-of-wizards,https://leetcode.com/problems/sum-of-total-strength-of-wizards/solution
2282,Number of People That Can Be Seen in a Grid,{},Medium,https://leetcode.com/problems/number-of-people-that-can-be-seen-in-a-grid,https://leetcode.com/problems/number-of-people-that-can-be-seen-in-a-grid/solution
2283,Check if Number Has Equal Digit Count and Digit Value,{},Easy,https://leetcode.com/problems/check-if-number-has-equal-digit-count-and-digit-value,https://leetcode.com/problems/check-if-number-has-equal-digit-count-and-digit-value/solution
2284,Sender With Largest Word Count,{},Medium,https://leetcode.com/problems/sender-with-largest-word-count,https://leetcode.com/problems/sender-with-largest-word-count/solution
2285,Maximum Total Importance of Roads,{},Medium,https://leetcode.com/problems/maximum-total-importance-of-roads,https://leetcode.com/problems/maximum-total-importance-of-roads/solution
2286,Booking Concert Tickets in Groups,{},Hard,https://leetcode.com/problems/booking-concert-tickets-in-groups,https://leetcode.com/problems/booking-concert-tickets-in-groups/solution
2287,Rearrange Characters to Make Target String,{},Easy,https://leetcode.com/problems/rearrange-characters-to-make-target-string,https://leetcode.com/problems/rearrange-characters-to-make-target-string/solution
2288,Apply Discount to Prices,{},Medium,https://leetcode.com/problems/apply-discount-to-prices,https://leetcode.com/problems/apply-discount-to-prices/solution
2289,Steps to Make Array Non-decreasing,{},Medium,https://leetcode.com/problems/steps-to-make-array-non-decreasing,https://leetcode.com/problems/steps-to-make-array-non-decreasing/solution
2290,Minimum Obstacle Removal to Reach Corner,{},Hard,https://leetcode.com/problems/minimum-obstacle-removal-to-reach-corner,https://leetcode.com/problems/minimum-obstacle-removal-to-reach-corner/solution
2291,Maximum Profit From Trading Stocks,{},Medium,https://leetcode.com/problems/maximum-profit-from-trading-stocks,https://leetcode.com/problems/maximum-profit-from-trading-stocks/solution
2292,Products With Three or More Orders in Two Consecutive Years,{},Medium,https://leetcode.com/problems/products-with-three-or-more-orders-in-two-consecutive-years,https://leetcode.com/problems/products-with-three-or-more-orders-in-two-consecutive-years/solution
2293,Min Max Game,{},Easy,https://leetcode.com/problems/min-max-game,https://leetcode.com/problems/min-max-game/solution
2294,Partition Array Such That Maximum Difference Is K,{},Medium,https://leetcode.com/problems/partition-array-such-that-maximum-difference-is-k,https://leetcode.com/problems/partition-array-such-that-maximum-difference-is-k/solution
2295,Replace Elements in an Array,{},Medium,https://leetcode.com/problems/replace-elements-in-an-array,https://leetcode.com/problems/replace-elements-in-an-array/solution
2296,Design a Text Editor,{},Hard,https://leetcode.com/problems/design-a-text-editor,https://leetcode.com/problems/design-a-text-editor/solution
2297,Jump Game VIII,{},Medium,https://leetcode.com/problems/jump-game-viii,https://leetcode.com/problems/jump-game-viii/solution
2298,Tasks Count in the Weekend,{},Medium,https://leetcode.com/problems/tasks-count-in-the-weekend,https://leetcode.com/problems/tasks-count-in-the-weekend/solution
2299,Strong Password Checker II,{},Easy,https://leetcode.com/problems/strong-password-checker-ii,https://leetcode.com/problems/strong-password-checker-ii/solution
2300,Successful Pairs of Spells and Potions,{},Medium,https://leetcode.com/problems/successful-pairs-of-spells-and-potions,https://leetcode.com/problems/successful-pairs-of-spells-and-potions/solution
2301,Match Substring After Replacement,{},Hard,https://leetcode.com/problems/match-substring-after-replacement,https://leetcode.com/problems/match-substring-after-replacement/solution
2302,Count Subarrays With Score Less Than K,{},Hard,https://leetcode.com/problems/count-subarrays-with-score-less-than-k,https://leetcode.com/problems/count-subarrays-with-score-less-than-k/solution
2303,Calculate Amount Paid in Taxes,{},Easy,https://leetcode.com/problems/calculate-amount-paid-in-taxes,https://leetcode.com/problems/calculate-amount-paid-in-taxes/solution
2304,Minimum Path Cost in a Grid,{},Medium,https://leetcode.com/problems/minimum-path-cost-in-a-grid,https://leetcode.com/problems/minimum-path-cost-in-a-grid/solution
2305,Fair Distribution of Cookies,{},Medium,https://leetcode.com/problems/fair-distribution-of-cookies,https://leetcode.com/problems/fair-distribution-of-cookies/solution
2306,Naming a Company,{},Hard,https://leetcode.com/problems/naming-a-company,https://leetcode.com/problems/naming-a-company/solution
2307,Check for Contradictions in Equations,{},Hard,https://leetcode.com/problems/check-for-contradictions-in-equations,https://leetcode.com/problems/check-for-contradictions-in-equations/solution
2308,Arrange Table by Gender,{},Medium,https://leetcode.com/problems/arrange-table-by-gender,https://leetcode.com/problems/arrange-table-by-gender/solution
2309,Greatest English Letter in Upper and Lower Case,{},Easy,https://leetcode.com/problems/greatest-english-letter-in-upper-and-lower-case,https://leetcode.com/problems/greatest-english-letter-in-upper-and-lower-case/solution
2310,Sum of Numbers With Units Digit K,{},Medium,https://leetcode.com/problems/sum-of-numbers-with-units-digit-k,https://leetcode.com/problems/sum-of-numbers-with-units-digit-k/solution
2311,Longest Binary Subsequence Less Than or Equal to K,{},Medium,https://leetcode.com/problems/longest-binary-subsequence-less-than-or-equal-to-k,https://leetcode.com/problems/longest-binary-subsequence-less-than-or-equal-to-k/solution
2312,Selling Pieces of Wood,{},Hard,https://leetcode.com/problems/selling-pieces-of-wood,https://leetcode.com/problems/selling-pieces-of-wood/solution
2313,Minimum Flips in Binary Tree to Get Result,{},Hard,https://leetcode.com/problems/minimum-flips-in-binary-tree-to-get-result,https://leetcode.com/problems/minimum-flips-in-binary-tree-to-get-result/solution
2314,The First Day of the Maximum Recorded Degree in Each City,{},Medium,https://leetcode.com/problems/the-first-day-of-the-maximum-recorded-degree-in-each-city,https://leetcode.com/problems/the-first-day-of-the-maximum-recorded-degree-in-each-city/solution
2315,Count Asterisks,{},Easy,https://leetcode.com/problems/count-asterisks,https://leetcode.com/problems/count-asterisks/solution
2316,Count Unreachable Pairs of Nodes in an Undirected Graph,{},Medium,https://leetcode.com/problems/count-unreachable-pairs-of-nodes-in-an-undirected-graph,https://leetcode.com/problems/count-unreachable-pairs-of-nodes-in-an-undirected-graph/solution
2317,Maximum XOR After Operations ,{},Medium,https://leetcode.com/problems/maximum-xor-after-operations,https://leetcode.com/problems/maximum-xor-after-operations/solution
2318,Number of Distinct Roll Sequences,{},Hard,https://leetcode.com/problems/number-of-distinct-roll-sequences,https://leetcode.com/problems/number-of-distinct-roll-sequences/solution
2319,Check if Matrix Is X-Matrix,{},Easy,https://leetcode.com/problems/check-if-matrix-is-x-matrix,https://leetcode.com/problems/check-if-matrix-is-x-matrix/solution
2320,Count Number of Ways to Place Houses,{},Medium,https://leetcode.com/problems/count-number-of-ways-to-place-houses,https://leetcode.com/problems/count-number-of-ways-to-place-houses/solution
2321,Maximum Score Of Spliced Array,{},Hard,https://leetcode.com/problems/maximum-score-of-spliced-array,https://leetcode.com/problems/maximum-score-of-spliced-array/solution
2322,Minimum Score After Removals on a Tree,{},Hard,https://leetcode.com/problems/minimum-score-after-removals-on-a-tree,https://leetcode.com/problems/minimum-score-after-removals-on-a-tree/solution
2323,Find Minimum Time to Finish All Jobs II,{},Medium,https://leetcode.com/problems/find-minimum-time-to-finish-all-jobs-ii,https://leetcode.com/problems/find-minimum-time-to-finish-all-jobs-ii/solution
2324,Product Sales Analysis IV,{},Medium,https://leetcode.com/problems/product-sales-analysis-iv,https://leetcode.com/problems/product-sales-analysis-iv/solution
2325,Decode the Message,{},Easy,https://leetcode.com/problems/decode-the-message,https://leetcode.com/problems/decode-the-message/solution
2326,Spiral Matrix IV,{},Medium,https://leetcode.com/problems/spiral-matrix-iv,https://leetcode.com/problems/spiral-matrix-iv/solution
2327,Number of People Aware of a Secret,{},Medium,https://leetcode.com/problems/number-of-people-aware-of-a-secret,https://leetcode.com/problems/number-of-people-aware-of-a-secret/solution
2328,Number of Increasing Paths in a Grid,{},Hard,https://leetcode.com/problems/number-of-increasing-paths-in-a-grid,https://leetcode.com/problems/number-of-increasing-paths-in-a-grid/solution
2329,Product Sales Analysis V,{},Easy,https://leetcode.com/problems/product-sales-analysis-v,https://leetcode.com/problems/product-sales-analysis-v/solution
2330,Valid Palindrome IV,{},Medium,https://leetcode.com/problems/valid-palindrome-iv,https://leetcode.com/problems/valid-palindrome-iv/solution
2331,Evaluate Boolean Binary Tree,{},Easy,https://leetcode.com/problems/evaluate-boolean-binary-tree,https://leetcode.com/problems/evaluate-boolean-binary-tree/solution
2332,The Latest Time to Catch a Bus,{},Medium,https://leetcode.com/problems/the-latest-time-to-catch-a-bus,https://leetcode.com/problems/the-latest-time-to-catch-a-bus/solution
2333,Minimum Sum of Squared Difference,{},Medium,https://leetcode.com/problems/minimum-sum-of-squared-difference,https://leetcode.com/problems/minimum-sum-of-squared-difference/solution
2334,Subarray With Elements Greater Than Varying Threshold,{},Hard,https://leetcode.com/problems/subarray-with-elements-greater-than-varying-threshold,https://leetcode.com/problems/subarray-with-elements-greater-than-varying-threshold/solution
2335,Minimum Amount of Time to Fill Cups,{},Easy,https://leetcode.com/problems/minimum-amount-of-time-to-fill-cups,https://leetcode.com/problems/minimum-amount-of-time-to-fill-cups/solution
2336,Smallest Number in Infinite Set,{},Medium,https://leetcode.com/problems/smallest-number-in-infinite-set,https://leetcode.com/problems/smallest-number-in-infinite-set/solution
2337,Move Pieces to Obtain a String,{},Medium,https://leetcode.com/problems/move-pieces-to-obtain-a-string,https://leetcode.com/problems/move-pieces-to-obtain-a-string/solution
2338,Count the Number of Ideal Arrays,{},Hard,https://leetcode.com/problems/count-the-number-of-ideal-arrays,https://leetcode.com/problems/count-the-number-of-ideal-arrays/solution
2339,All the Matches of the League,{},Easy,https://leetcode.com/problems/all-the-matches-of-the-league,https://leetcode.com/problems/all-the-matches-of-the-league/solution
2340,Minimum Adjacent Swaps to Make a Valid Array,{},Medium,https://leetcode.com/problems/minimum-adjacent-swaps-to-make-a-valid-array,https://leetcode.com/problems/minimum-adjacent-swaps-to-make-a-valid-array/solution
2341,Maximum Number of Pairs in Array,{},Easy,https://leetcode.com/problems/maximum-number-of-pairs-in-array,https://leetcode.com/problems/maximum-number-of-pairs-in-array/solution
2342,Max Sum of a Pair With Equal Sum of Digits,{},Medium,https://leetcode.com/problems/max-sum-of-a-pair-with-equal-sum-of-digits,https://leetcode.com/problems/max-sum-of-a-pair-with-equal-sum-of-digits/solution
2343,Query Kth Smallest Trimmed Number,{},Medium,https://leetcode.com/problems/query-kth-smallest-trimmed-number,https://leetcode.com/problems/query-kth-smallest-trimmed-number/solution
2344,Minimum Deletions to Make Array Divisible,{},Hard,https://leetcode.com/problems/minimum-deletions-to-make-array-divisible,https://leetcode.com/problems/minimum-deletions-to-make-array-divisible/solution
2345,Finding the Number of Visible Mountains,{},Medium,https://leetcode.com/problems/finding-the-number-of-visible-mountains,https://leetcode.com/problems/finding-the-number-of-visible-mountains/solution
2346,Compute the Rank as a Percentage,{},Medium,https://leetcode.com/problems/compute-the-rank-as-a-percentage,https://leetcode.com/problems/compute-the-rank-as-a-percentage/solution
2347,Best Poker Hand,{},Easy,https://leetcode.com/problems/best-poker-hand,https://leetcode.com/problems/best-poker-hand/solution
2348,Number of Zero-Filled Subarrays,{},Medium,https://leetcode.com/problems/number-of-zero-filled-subarrays,https://leetcode.com/problems/number-of-zero-filled-subarrays/solution
2349,Design a Number Container System,{},Medium,https://leetcode.com/problems/design-a-number-container-system,https://leetcode.com/problems/design-a-number-container-system/solution
2350,Shortest Impossible Sequence of Rolls,{},Hard,https://leetcode.com/problems/shortest-impossible-sequence-of-rolls,https://leetcode.com/problems/shortest-impossible-sequence-of-rolls/solution
2351,First Letter to Appear Twice,{},Easy,https://leetcode.com/problems/first-letter-to-appear-twice,https://leetcode.com/problems/first-letter-to-appear-twice/solution
2352,Equal Row and Column Pairs,{},Medium,https://leetcode.com/problems/equal-row-and-column-pairs,https://leetcode.com/problems/equal-row-and-column-pairs/solution
2353,Design a Food Rating System,{},Medium,https://leetcode.com/problems/design-a-food-rating-system,https://leetcode.com/problems/design-a-food-rating-system/solution
2354,Number of Excellent Pairs,{},Hard,https://leetcode.com/problems/number-of-excellent-pairs,https://leetcode.com/problems/number-of-excellent-pairs/solution
2355,Maximum Number of Books You Can Take,{},Hard,https://leetcode.com/problems/maximum-number-of-books-you-can-take,https://leetcode.com/problems/maximum-number-of-books-you-can-take/solution
2356,Number of Unique Subjects Taught by Each Teacher,{},Easy,https://leetcode.com/problems/number-of-unique-subjects-taught-by-each-teacher,https://leetcode.com/problems/number-of-unique-subjects-taught-by-each-teacher/solution
2357,Make Array Zero by Subtracting Equal Amounts,{},Easy,https://leetcode.com/problems/make-array-zero-by-subtracting-equal-amounts,https://leetcode.com/problems/make-array-zero-by-subtracting-equal-amounts/solution
2358,Maximum Number of Groups Entering a Competition,{},Medium,https://leetcode.com/problems/maximum-number-of-groups-entering-a-competition,https://leetcode.com/problems/maximum-number-of-groups-entering-a-competition/solution
2359,Find Closest Node to Given Two Nodes,{},Medium,https://leetcode.com/problems/find-closest-node-to-given-two-nodes,https://leetcode.com/problems/find-closest-node-to-given-two-nodes/solution
2360,Longest Cycle in a Graph,{},Hard,https://leetcode.com/problems/longest-cycle-in-a-graph,https://leetcode.com/problems/longest-cycle-in-a-graph/solution
2361,Minimum Costs Using the Train Line,{},Hard,https://leetcode.com/problems/minimum-costs-using-the-train-line,https://leetcode.com/problems/minimum-costs-using-the-train-line/solution
2362,Generate the Invoice,{},Hard,https://leetcode.com/problems/generate-the-invoice,https://leetcode.com/problems/generate-the-invoice/solution
2363,Merge Similar Items,{},Easy,https://leetcode.com/problems/merge-similar-items,https://leetcode.com/problems/merge-similar-items/solution
2364,Count Number of Bad Pairs,{},Medium,https://leetcode.com/problems/count-number-of-bad-pairs,https://leetcode.com/problems/count-number-of-bad-pairs/solution
2365,Task Scheduler II,{},Medium,https://leetcode.com/problems/task-scheduler-ii,https://leetcode.com/problems/task-scheduler-ii/solution
2366,Minimum Replacements to Sort the Array,{},Hard,https://leetcode.com/problems/minimum-replacements-to-sort-the-array,https://leetcode.com/problems/minimum-replacements-to-sort-the-array/solution
2367,Number of Arithmetic Triplets,{},Easy,https://leetcode.com/problems/number-of-arithmetic-triplets,https://leetcode.com/problems/number-of-arithmetic-triplets/solution
2368,Reachable Nodes With Restrictions,{},Medium,https://leetcode.com/problems/reachable-nodes-with-restrictions,https://leetcode.com/problems/reachable-nodes-with-restrictions/solution
2369,Check if There is a Valid Partition For The Array,{},Medium,https://leetcode.com/problems/check-if-there-is-a-valid-partition-for-the-array,https://leetcode.com/problems/check-if-there-is-a-valid-partition-for-the-array/solution
2370,Longest Ideal Subsequence,{},Medium,https://leetcode.com/problems/longest-ideal-subsequence,https://leetcode.com/problems/longest-ideal-subsequence/solution
2371,Minimize Maximum Value in a Grid,{},Hard,https://leetcode.com/problems/minimize-maximum-value-in-a-grid,https://leetcode.com/problems/minimize-maximum-value-in-a-grid/solution
2372,Calculate the Influence of Each Salesperson,{},Medium,https://leetcode.com/problems/calculate-the-influence-of-each-salesperson,https://leetcode.com/problems/calculate-the-influence-of-each-salesperson/solution
2373,Largest Local Values in a Matrix,{},Easy,https://leetcode.com/problems/largest-local-values-in-a-matrix,https://leetcode.com/problems/largest-local-values-in-a-matrix/solution
2374,Node With Highest Edge Score,{},Medium,https://leetcode.com/problems/node-with-highest-edge-score,https://leetcode.com/problems/node-with-highest-edge-score/solution
2375,Construct Smallest Number From DI String,{},Medium,https://leetcode.com/problems/construct-smallest-number-from-di-string,https://leetcode.com/problems/construct-smallest-number-from-di-string/solution
2376,Count Special Integers,{},Hard,https://leetcode.com/problems/count-special-integers,https://leetcode.com/problems/count-special-integers/solution
2377,Sort the Olympic Table,{},Easy,https://leetcode.com/problems/sort-the-olympic-table,https://leetcode.com/problems/sort-the-olympic-table/solution
2378,Choose Edges to Maximize Score in a Tree,{},Medium,https://leetcode.com/problems/choose-edges-to-maximize-score-in-a-tree,https://leetcode.com/problems/choose-edges-to-maximize-score-in-a-tree/solution
2379,Minimum Recolors to Get K Consecutive Black Blocks,{},Easy,https://leetcode.com/problems/minimum-recolors-to-get-k-consecutive-black-blocks,https://leetcode.com/problems/minimum-recolors-to-get-k-consecutive-black-blocks/solution
2380,Time Needed to Rearrange a Binary String,{},Medium,https://leetcode.com/problems/time-needed-to-rearrange-a-binary-string,https://leetcode.com/problems/time-needed-to-rearrange-a-binary-string/solution
2381,Shifting Letters II,{},Medium,https://leetcode.com/problems/shifting-letters-ii,https://leetcode.com/problems/shifting-letters-ii/solution
2382,Maximum Segment Sum After Removals,{},Hard,https://leetcode.com/problems/maximum-segment-sum-after-removals,https://leetcode.com/problems/maximum-segment-sum-after-removals/solution
2383,Minimum Hours of Training to Win a Competition,{},Easy,https://leetcode.com/problems/minimum-hours-of-training-to-win-a-competition,https://leetcode.com/problems/minimum-hours-of-training-to-win-a-competition/solution
2384,Largest Palindromic Number,{},Medium,https://leetcode.com/problems/largest-palindromic-number,https://leetcode.com/problems/largest-palindromic-number/solution
2385,Amount of Time for Binary Tree to Be Infected,{},Medium,https://leetcode.com/problems/amount-of-time-for-binary-tree-to-be-infected,https://leetcode.com/problems/amount-of-time-for-binary-tree-to-be-infected/solution
2386,Find the K-Sum of an Array,{},Hard,https://leetcode.com/problems/find-the-k-sum-of-an-array,https://leetcode.com/problems/find-the-k-sum-of-an-array/solution
2387,Median of a Row Wise Sorted Matrix,{},Medium,https://leetcode.com/problems/median-of-a-row-wise-sorted-matrix,https://leetcode.com/problems/median-of-a-row-wise-sorted-matrix/solution
2388,Change Null Values in a Table to the Previous Value,{},Medium,https://leetcode.com/problems/change-null-values-in-a-table-to-the-previous-value,https://leetcode.com/problems/change-null-values-in-a-table-to-the-previous-value/solution
2389,Longest Subsequence With Limited Sum,{},Easy,https://leetcode.com/problems/longest-subsequence-with-limited-sum,https://leetcode.com/problems/longest-subsequence-with-limited-sum/solution
2390,Removing Stars From a String,{},Medium,https://leetcode.com/problems/removing-stars-from-a-string,https://leetcode.com/problems/removing-stars-from-a-string/solution
2391,Minimum Amount of Time to Collect Garbage,{},Medium,https://leetcode.com/problems/minimum-amount-of-time-to-collect-garbage,https://leetcode.com/problems/minimum-amount-of-time-to-collect-garbage/solution
2392,Build a Matrix With Conditions,{},Hard,https://leetcode.com/problems/build-a-matrix-with-conditions,https://leetcode.com/problems/build-a-matrix-with-conditions/solution
2393,Count Strictly Increasing Subarrays,{},Medium,https://leetcode.com/problems/count-strictly-increasing-subarrays,https://leetcode.com/problems/count-strictly-increasing-subarrays/solution
2394,Employees With Deductions,{},Medium,https://leetcode.com/problems/employees-with-deductions,https://leetcode.com/problems/employees-with-deductions/solution
2395,Find Subarrays With Equal Sum,{},Easy,https://leetcode.com/problems/find-subarrays-with-equal-sum,https://leetcode.com/problems/find-subarrays-with-equal-sum/solution
2396,Strictly Palindromic Number,{},Medium,https://leetcode.com/problems/strictly-palindromic-number,https://leetcode.com/problems/strictly-palindromic-number/solution
2397,Maximum Rows Covered by Columns,{},Medium,https://leetcode.com/problems/maximum-rows-covered-by-columns,https://leetcode.com/problems/maximum-rows-covered-by-columns/solution
2398,Maximum Number of Robots Within Budget,{},Hard,https://leetcode.com/problems/maximum-number-of-robots-within-budget,https://leetcode.com/problems/maximum-number-of-robots-within-budget/solution
2399,Check Distances Between Same Letters,{},Easy,https://leetcode.com/problems/check-distances-between-same-letters,https://leetcode.com/problems/check-distances-between-same-letters/solution
2400,Number of Ways to Reach a Position After Exactly k Steps,{},Medium,https://leetcode.com/problems/number-of-ways-to-reach-a-position-after-exactly-k-steps,https://leetcode.com/problems/number-of-ways-to-reach-a-position-after-exactly-k-steps/solution
2401,Longest Nice Subarray,{},Medium,https://leetcode.com/problems/longest-nice-subarray,https://leetcode.com/problems/longest-nice-subarray/solution
2402,Meeting Rooms III,{},Hard,https://leetcode.com/problems/meeting-rooms-iii,https://leetcode.com/problems/meeting-rooms-iii/solution
2403,Minimum Time to Kill All Monsters,{},Hard,https://leetcode.com/problems/minimum-time-to-kill-all-monsters,https://leetcode.com/problems/minimum-time-to-kill-all-monsters/solution
2404,Most Frequent Even Element,{},Easy,https://leetcode.com/problems/most-frequent-even-element,https://leetcode.com/problems/most-frequent-even-element/solution
2405,Optimal Partition of String,{},Medium,https://leetcode.com/problems/optimal-partition-of-string,https://leetcode.com/problems/optimal-partition-of-string/solution
2406,Divide Intervals Into Minimum Number of Groups,{},Medium,https://leetcode.com/problems/divide-intervals-into-minimum-number-of-groups,https://leetcode.com/problems/divide-intervals-into-minimum-number-of-groups/solution
2407,Longest Increasing Subsequence II,{},Hard,https://leetcode.com/problems/longest-increasing-subsequence-ii,https://leetcode.com/problems/longest-increasing-subsequence-ii/solution
2408,Design SQL,{},Medium,https://leetcode.com/problems/design-sql,https://leetcode.com/problems/design-sql/solution
2409,Count Days Spent Together,{},Easy,https://leetcode.com/problems/count-days-spent-together,https://leetcode.com/problems/count-days-spent-together/solution
2410,Maximum Matching of Players With Trainers,{},Medium,https://leetcode.com/problems/maximum-matching-of-players-with-trainers,https://leetcode.com/problems/maximum-matching-of-players-with-trainers/solution
2411,Smallest Subarrays With Maximum Bitwise OR,{},Medium,https://leetcode.com/problems/smallest-subarrays-with-maximum-bitwise-or,https://leetcode.com/problems/smallest-subarrays-with-maximum-bitwise-or/solution
2412,Minimum Money Required Before Transactions,{},Hard,https://leetcode.com/problems/minimum-money-required-before-transactions,https://leetcode.com/problems/minimum-money-required-before-transactions/solution
2413,Smallest Even Multiple,{},Easy,https://leetcode.com/problems/smallest-even-multiple,https://leetcode.com/problems/smallest-even-multiple/solution
2414,Length of the Longest Alphabetical Continuous Substring,{},Medium,https://leetcode.com/problems/length-of-the-longest-alphabetical-continuous-substring,https://leetcode.com/problems/length-of-the-longest-alphabetical-continuous-substring/solution
2415,Reverse Odd Levels of Binary Tree,{},Medium,https://leetcode.com/problems/reverse-odd-levels-of-binary-tree,https://leetcode.com/problems/reverse-odd-levels-of-binary-tree/solution
2416,Sum of Prefix Scores of Strings,{},Hard,https://leetcode.com/problems/sum-of-prefix-scores-of-strings,https://leetcode.com/problems/sum-of-prefix-scores-of-strings/solution
2417,Closest Fair Integer,{},Medium,https://leetcode.com/problems/closest-fair-integer,https://leetcode.com/problems/closest-fair-integer/solution
2418,Sort the People,{},Easy,https://leetcode.com/problems/sort-the-people,https://leetcode.com/problems/sort-the-people/solution
2419,Longest Subarray With Maximum Bitwise AND,{},Medium,https://leetcode.com/problems/longest-subarray-with-maximum-bitwise-and,https://leetcode.com/problems/longest-subarray-with-maximum-bitwise-and/solution
2420,Find All Good Indices,{},Medium,https://leetcode.com/problems/find-all-good-indices,https://leetcode.com/problems/find-all-good-indices/solution
2421,Number of Good Paths,{},Hard,https://leetcode.com/problems/number-of-good-paths,https://leetcode.com/problems/number-of-good-paths/solution
2422,Merge Operations to Turn Array Into a Palindrome,{},Medium,https://leetcode.com/problems/merge-operations-to-turn-array-into-a-palindrome,https://leetcode.com/problems/merge-operations-to-turn-array-into-a-palindrome/solution
2423,Remove Letter To Equalize Frequency,{},Easy,https://leetcode.com/problems/remove-letter-to-equalize-frequency,https://leetcode.com/problems/remove-letter-to-equalize-frequency/solution
2424,Longest Uploaded Prefix,{},Medium,https://leetcode.com/problems/longest-uploaded-prefix,https://leetcode.com/problems/longest-uploaded-prefix/solution
2425,Bitwise XOR of All Pairings,{},Medium,https://leetcode.com/problems/bitwise-xor-of-all-pairings,https://leetcode.com/problems/bitwise-xor-of-all-pairings/solution
2426,Number of Pairs Satisfying Inequality,{},Hard,https://leetcode.com/problems/number-of-pairs-satisfying-inequality,https://leetcode.com/problems/number-of-pairs-satisfying-inequality/solution
2427,Number of Common Factors,{},Easy,https://leetcode.com/problems/number-of-common-factors,https://leetcode.com/problems/number-of-common-factors/solution
2428,Maximum Sum of an Hourglass,{},Medium,https://leetcode.com/problems/maximum-sum-of-an-hourglass,https://leetcode.com/problems/maximum-sum-of-an-hourglass/solution
2429,Minimize XOR,{},Medium,https://leetcode.com/problems/minimize-xor,https://leetcode.com/problems/minimize-xor/solution
2430,Maximum Deletions on a String,{},Hard,https://leetcode.com/problems/maximum-deletions-on-a-string,https://leetcode.com/problems/maximum-deletions-on-a-string/solution
2431,Maximize Total Tastiness of Purchased Fruits,{},Medium,https://leetcode.com/problems/maximize-total-tastiness-of-purchased-fruits,https://leetcode.com/problems/maximize-total-tastiness-of-purchased-fruits/solution
2432,The Employee That Worked on the Longest Task,{},Easy,https://leetcode.com/problems/the-employee-that-worked-on-the-longest-task,https://leetcode.com/problems/the-employee-that-worked-on-the-longest-task/solution
2433,Find The Original Array of Prefix Xor,{},Medium,https://leetcode.com/problems/find-the-original-array-of-prefix-xor,https://leetcode.com/problems/find-the-original-array-of-prefix-xor/solution
2434,Using a Robot to Print the Lexicographically Smallest String,{},Medium,https://leetcode.com/problems/using-a-robot-to-print-the-lexicographically-smallest-string,https://leetcode.com/problems/using-a-robot-to-print-the-lexicographically-smallest-string/solution
2435,Paths in Matrix Whose Sum Is Divisible by K,{},Hard,https://leetcode.com/problems/paths-in-matrix-whose-sum-is-divisible-by-k,https://leetcode.com/problems/paths-in-matrix-whose-sum-is-divisible-by-k/solution
2436,Minimum Split Into Subarrays With GCD Greater Than One,{},Medium,https://leetcode.com/problems/minimum-split-into-subarrays-with-gcd-greater-than-one,https://leetcode.com/problems/minimum-split-into-subarrays-with-gcd-greater-than-one/solution
2437,Number of Valid Clock Times,{},Easy,https://leetcode.com/problems/number-of-valid-clock-times,https://leetcode.com/problems/number-of-valid-clock-times/solution
2438,Range Product Queries of Powers,{},Medium,https://leetcode.com/problems/range-product-queries-of-powers,https://leetcode.com/problems/range-product-queries-of-powers/solution
2439,Minimize Maximum of Array,{},Medium,https://leetcode.com/problems/minimize-maximum-of-array,https://leetcode.com/problems/minimize-maximum-of-array/solution
2440,Create Components With Same Value,{},Hard,https://leetcode.com/problems/create-components-with-same-value,https://leetcode.com/problems/create-components-with-same-value/solution
2441,Largest Positive Integer That Exists With Its Negative,{},Easy,https://leetcode.com/problems/largest-positive-integer-that-exists-with-its-negative,https://leetcode.com/problems/largest-positive-integer-that-exists-with-its-negative/solution
2442,Count Number of Distinct Integers After Reverse Operations,{},Medium,https://leetcode.com/problems/count-number-of-distinct-integers-after-reverse-operations,https://leetcode.com/problems/count-number-of-distinct-integers-after-reverse-operations/solution
